Time,Theta
0.0,40.0
0.005005005005005005,40.02693098050309
0.01001001001001001,40.10775405914839
0.015015015015015015,40.24255964463319
0.02002002002002002,40.43149829229287
0.025025025025025023,40.674780509598094
0.03003003003003003,40.97267648154197
0.035035035035035036,41.325515705939324
0.04004004004004004,41.73368653107064
0.04504504504504504,42.19763558404665
0.050050050050050046,42.71786711741956
0.055055055055055056,43.294942128456704
0.06006006006006006,43.92947744630799
0.06506506506506507,44.622144591146096
0.07007007007007007,45.373668469079796
0.07507507507507508,46.18482584611922
0.08008008008008008,47.05644361400616
0.08508508508508508,47.98939678623731
0.09009009009009009,48.98460621496076
0.09509509509509509,50.04303598497696
0.10010010010010009,51.16569050716911
0.10510510510510511,52.35361119941506
0.11011011011011011,53.60787266506068
0.11511511511511512,54.929578623916484
0.12012012012012012,56.31985706904971
0.12512512512512514,57.77985520976161
0.13013013013013014,59.310733465119704
0.13513513513513514,60.913659249758645
0.14014014014014015,62.58979964009474
0.14514514514514515,64.34031383030032
0.15015015015015015,66.16634432830719
0.15515515515515516,68.06900791358267
0.16016016016016016,70.04938525301195
0.16516516516516516,72.10851021988985
0.17017017017017017,74.24735788152121
0.17517517517517517,76.46683208631923
0.18018018018018017,78.76775186650401
0.18518518518518517,81.15083727137102
0.19019019019019018,83.6166943361267
0.19519519519519518,86.1657993949301
0.20020020020020018,88.79848276915006
0.20520520520520522,91.51491194327964
0.21021021021021022,94.31507440838666
0.21521521521521522,97.19876029164088
0.22022022022022023,100.16554496572148
0.22522522522522523,103.21477196665289
0.23023023023023023,106.3455363136332
0.23523523523523523,109.55666861065923
0.24024024024024024,112.84672026509013
0.24524524524524524,116.21395008737466
0.2502502502502503,119.65631261885424
0.2552552552552553,123.17144859583165
0.2602602602602603,126.75667782712596
0.2652652652652653,130.40899485999148
0.2702702702702703,134.125067711388
0.2752752752752753,137.90123992150305
0.2802802802802803,141.73353609867732
0.2852852852852853,145.61767100459625
0.2902902902902903,149.5490620216219
0.2952952952952953,153.5228444343543
0.3003003003003003,157.53388800535376
0.3053053053053053,161.57681063832766
0.3103103103103103,165.64597556233804
0.3153153153153153,169.73541573109387
0.3203203203203203,173.8383302515173
0.3253253253253253,177.94012687909375
0.3303303303303303,177.90498047568383
0.3353353353353353,173.802951562353
0.34034034034034033,169.70011730006402
0.34534534534534533,165.61082484033847
0.35035035035035034,161.54186113604953
0.35535535535535534,157.49918947597965
0.36036036036036034,153.488444303341
0.36536536536536535,149.5150055746079
0.37037037037037035,145.58400130756414
0.37537537537537535,141.70029385810642
0.38038038038038036,137.8684633439022
0.38538538538538536,134.0927923826251
0.39039039039039036,130.37725365224532
0.39539539539539537,126.72550083580931
0.40040040040040037,123.14086310725251
0.40540540540540543,119.62634310765833
0.41041041041041043,116.18461823997878
0.41541541541541543,112.81804503300157
0.42042042042042044,109.52866627546423
0.42542542542542544,106.31822059041748
0.43043043043043044,103.18815410419846
0.43543543543543545,100.13963386078301
0.44044044044044045,97.17356263857256
0.44544544544544545,94.29059484104488
0.45045045045045046,91.49115315284924
0.45545545545545546,88.77544567790174
0.46046046046046046,86.1434833039926
0.46546546546546547,83.59509706700926
0.47047047047047047,81.12995531941043
0.4754754754754755,78.74758053742678
0.4804804804804805,76.44736562758031
0.4854854854854855,74.22858962271962
0.4904904904904905,72.0904326815139
0.4954954954954955,70.03199032827453
0.5005005005005005,68.05228688938656
0.5055055055055055,66.15028810199124
0.5105105105105106,64.32491288500391
0.5155155155155156,62.575044255118456
0.5205205205205206,60.899539461844206
0.5255255255255256,59.29723927343867
0.5305305305305306,57.766976514829004
0.5355355355355356,56.307583865215754
0.5405405405405406,54.91790093758563
0.5455455455455456,53.596780714692926
0.5505505505505506,52.34309534823012
0.5555555555555556,51.155741386854054
0.5605605605605606,50.03364446541455
0.5655655655655656,48.97576349569189
0.5705705705705706,47.981094403725756
0.5755755755755756,47.04867344483421
0.5805805805805806,46.17758015094167
0.5855855855855856,45.366939911755
0.5905905905905906,44.61592626111753
0.5955955955955956,43.92376287805514
0.6006006006006006,43.28972530375193
0.6056056056056056,42.713142494109135
0.6106106106106106,42.19339808188857
0.6156156156156156,41.72993155335773
0.6206206206206206,41.322239160104694
0.6256256256256256,40.9698747751188
0.6306306306306306,40.672450550983136
0.6356356356356356,40.429637497382814
0.6406406406406406,40.24116594751283
0.6456456456456456,40.106825900266614
0.6506506506506506,40.02646733017021
0.6556556556556556,40.00000033526075
0.6606606606606606,40.027395295786825
0.6656656656656657,40.10868286260982
0.6706706706706707,40.243953977479784
0.6756756756756757,40.43335973546363
0.6806806806806807,40.67711113587961
0.6856856856856857,40.975478856652856
0.6906906906906907,41.328792918912626
0.6956956956956957,41.7374421941269
0.7007007007007007,42.20187380134708
0.7057057057057057,42.722592460164805
0.7107107107107107,43.30015966977339
0.7157157157157157,43.9351927415619
0.7207207207207207,44.628363658476445
0.7257257257257257,45.38039777991541
0.7307307307307307,46.19207230970719
0.7357357357357357,47.064214564507466
0.7407407407407407,47.99769995881794
0.7457457457457457,48.99344973624858
0.7507507507507507,50.05242835439734
0.7557557557557557,51.175640558738955
0.7607607607607607,52.36412803890101
0.7657657657657657,53.61896570349062
0.7707707707707707,54.94125746040989
0.7757757757757757,56.33213153867092
0.7807807807807807,57.792735234170955
0.7857857857857857,59.324229111731626
0.7907907907907907,60.927780551310946
0.7957957957957957,62.60455666029964
0.8008008008008007,64.355716458719
0.8058058058058059,66.18240233932003
0.8108108108108109,68.08573074844367
0.8158158158158159,70.06678205924608
0.8208208208208209,72.12658964257335
