Time,Phi
0.0,0.0
0.005005005005005005,0.025025023456004124
0.01001001001001001,0.05005004186772542
0.015015015015015015,0.07507505028710552
0.02002002002002002,0.1001000430037581
0.025025025025025023,0.12512501696816933
0.03003003003003003,0.15014996645008308
0.035035035035035036,0.17517488605078577
0.04004004004004004,0.20019977037156406
0.04504504504504504,0.22522461401370464
0.050050050050050046,0.2502494115784941
0.055055055055055056,0.2752741576672191
0.06006006006006006,0.3002988468811661
0.06506506506506507,0.3253234738216218
0.07007007007007007,0.3503480330898729
0.07507507507507508,0.3753725192872058
0.08008008008008008,0.4003969270284359
0.08508508508508508,0.4254212519431747
0.09009009009009009,0.4504454894578413
0.09509509509509509,0.47546963443180323
0.10010010010010009,0.5004936817244274
0.10510510510510511,0.5255176261950815
0.11011011011011011,0.5505414627031324
0.11511511511511512,0.5755651861079475
0.12012012012012012,0.6005887912688941
0.12512512512512514,0.6256122730453395
0.13013013013013014,0.6506356262966508
0.13513513513513514,0.6756588458821954
0.14014014014014015,0.7006819266613405
0.14514514514514515,0.7257048634995436
0.15015015015015015,0.7507276512656937
0.15515515515515516,0.7757502848214252
0.16016016016016016,0.8007727590283327
0.16516516516516516,0.8257950687480107
0.17017017017017017,0.8508172088420536
0.17517517517517517,0.8758391741720564
0.18018018018018017,0.9008609595996133
0.18518518518518517,0.9258825599863193
0.19019019019019018,0.9509039701937687
0.19519519519519518,0.9759251850835565
0.20020020020020018,1.0009461995172768
0.20520520520520522,1.0259670085715733
0.21021021021021022,1.0509876066429171
0.21521521521521522,1.076007988886368
0.22022022022022023,1.1010281501641597
0.22522522522522523,1.1260480853388135
0.23023023023023023,1.1510677892731394
0.23523523523523523,1.1760872568302352
0.24024024024024024,1.2011064828734865
0.24524524524524524,1.2261254622665685
0.2502502502502503,1.251144189873443
0.2552552552552553,1.2761626605583607
0.2602602602602603,1.30118086918586
0.2652652652652653,1.3261988106346223
0.2702702702702703,1.3512164798518846
0.2752752752752753,1.3762338717211635
0.2802802802802803,1.4012509811137295
0.2852852852852853,1.426267802901231
0.2902902902902903,1.4512843319556972
0.2952952952952953,1.476300563149537
0.3003003003003003,1.501316491355539
0.3053053053053053,1.526332111446872
0.3103103103103103,1.551347418297084
0.3153153153153153,1.5763624067801028
0.3203203203203203,1.6013770717702362
0.3253253253253253,1.6263914081421729
0.3303303303303303,1.6514054107709795
0.3353353353353353,1.6764190745321035
0.34034034034034033,1.7014323943013716
0.34534534534534533,1.7264453649549913
0.35035035035035034,1.7514579813695497
0.35535535535535534,1.7764702384220123
0.36036036036036034,1.8014821309897258
0.36536536536536535,1.826493653950417
0.37037037037037035,1.8515048021821916
0.37537537537537535,1.8765155705635346
0.38038038038038036,1.901525953973312
0.38538538538538536,1.92653594729077
0.39039039039039036,1.9515455453955328
0.39539539539539537,1.9765547431676054
0.40040040040040037,2.0015635354873735
0.40540540540540543,2.026571917235601
0.41041041041041043,2.051579883293433
0.41541541541541543,2.076587428542392
0.42042042042042044,2.1015945478643845
0.42542542542542544,2.126601236141693
0.43043043043043044,2.151607488256981
0.43543543543543545,2.176613299093292
0.44044044044044045,2.2016186635340502
0.44544544544544545,2.2266235764630578
0.45045045045045046,2.251628032764498
0.45545545545545546,2.276632027322934
0.46046046046046046,2.3016355550233074
0.46546546546546547,2.3266386107509405
0.47047047047047047,2.3516411893915365
0.4754754754754755,2.376643285831177
0.4804804804804805,2.401644894956323
0.4854854854854855,2.426646011653817
0.4904904904904905,2.4516466308108793
0.4954954954954955,2.476646747315112
0.5005005005005005,2.5016463560544966
0.5055055055055055,2.526645451917392
0.5105105105105106,2.5516440297925405
0.5155155155155156,2.5766420845690616
0.5205205205205206,2.601639611136456
0.5255255255255256,2.6266366043846037
0.5305305305305306,2.651633059203764
0.5355355355355356,2.676628970484577
0.5405405405405406,2.7016243331180627
0.5455455455455456,2.72661914199562
0.5505505505505506,2.751613392009027
0.5555555555555556,2.7766070780504433
0.5605605605605606,2.8016001950923646
0.5655655655655656,2.8265927383179066
0.5705705705705706,2.851584702664255
0.5755755755755756,2.876576083045243
0.5805805805805806,2.901566874375416
0.5855855855855856,2.926557071570028
0.5905905905905906,2.9515466695450416
0.5955955955955956,2.9765356632171334
0.6006006006006006,3.0015240475036875
0.6056056056056056,3.0265118173228007
0.6106106106106106,3.051498967593276
0.6156156156156156,3.07648549323463
0.6206206206206206,3.1014713891670884
0.6256256256256256,3.1264566503115865
0.6306306306306306,3.15144127158977
0.6356356356356356,3.1764252479239965
0.6406406406406406,3.201408574237331
0.6456456456456456,3.2263912454535504
0.6506506506506506,3.251373256497142
0.6556556556556556,3.276354602293302
0.6606606606606606,3.3013352777679374
0.6656656656656657,3.3263152778476655
0.6706706706706707,3.3512945974598147
0.6756756756756757,3.3762732315324224
0.6806806806806807,3.401251174994236
0.6856856856856857,3.426228422774712
0.6906906906906907,3.4512049698040212
0.6956956956956957,3.4761808110130406
0.7007007007007007,3.501155941333359
0.7057057057057057,3.5261303556972745
0.7107107107107107,3.5511040490377974
0.7157157157157157,3.5760770162886457
0.7207207207207207,3.6010492523842488
0.7257257257257257,3.626020752259746
0.7307307307307307,3.6509915108509876
0.7357357357357357,3.6759615230945326
0.7407407407407407,3.7009307839276517
0.7457457457457457,3.7258992882883253
0.7507507507507507,3.7508670311152423
0.7557557557557557,3.775834007347805
0.7607607607607607,3.8008002119261226
0.7657657657657657,3.8257656397910167
0.7707707707707707,3.850730285884019
0.7757757757757757,3.87569414514737
0.7807807807807807,3.9006572125240204
0.7857857857857857,3.9256194829576336
